carat,cut,color,clarity,price,x,y,z,volume
0.61,Very Good,E,SI1,2179,5.38,5.42,3.45,100.6
0.74,Very Good,E,SI2,2179,5.76,5.9,3.6,122.34
0.5,Very Good,G,VVS1,2180,5.01,5.04,5.06,127.77
0.75,Very Good,H,SI2,2180,5.76,5.79,3.64,121.4
0.75,Very Good,I,SI1,2180,5.87,5.91,3.48,120.73
0.54,Ideal,F,VVS2,2180,5.24,5.26,3.26,89.85
0.71,Premium,G,SI1,2181,5.85,5.79,3.43,116.18
0.71,Premium,H,VS2,2181,5.68,5.63,3.55,113.52
0.61,Ideal,G,VS1,2182,5.48,5.5,3.38,101.87
0.63,Ideal,F,VS2,2182,5.56,5.51,3.39,103.85
0.7,Ideal,F,SI2,2183,5.71,5.78,3.51,115.84
0.5,Good,E,VVS2,2183,5.18,5.2,3.06,82.42
0.7,Premium,F,SI1,2184,5.65,4.5,3.0,76.28
0.71,Very Good,G,SI1,2184,5.68,5.73,3.59,116.84
0.7,Ideal,H,SI1,2184,5.69,5.74,3.5,114.31
0.7,Premium,G,SI1,2184,5.68,5.59,3.48,110.49
0.7,Very Good,G,SI1,2184,5.6,5.55,3.53,109.71
0.7,Premium,G,SI1,2184,5.67,5.62,3.5,111.53
0.73,Ideal,J,SI1,2184,5.75,5.86,3.6,121.3
0.77,Good,I,VS1,2184,5.8,5.86,3.73,126.78
0.77,Fair,I,VS1,2184,5.65,5.77,3.72,121.27
0.7,Very Good,G,SI1,2184,5.64,5.61,3.57,112.96
0.7,Very Good,E,SI1,2184,5.89,5.81,3.46,118.4
0.7,Premium,H,SI2,2184,5.76,5.66,3.44,112.15
0.7,Ideal,H,VS2,2184,5.77,5.66,3.51,114.63
0.7,Premium,F,SI2,2184,5.57,5.49,3.48,106.42
0.7,Premium,F,SI2,2184,5.64,5.61,3.53,111.69
0.7,Premium,F,SI2,2184,5.78,5.73,3.44,113.93
0.7,Ideal,H,SI1,2184,5.71,5.68,3.53,114.49
0.7,Premium,H,VS2,2184,5.74,5.68,3.55,115.74
0.51,Premium,E,VVS2,2185,5.18,5.15,3.21,85.63
0.71,Very Good,I,VS2,2185,5.64,5.67,3.55,113.52
0.71,Very Good,I,VS2,2185,5.72,5.8,3.48,115.45
0.58,Good,E,VS1,2185,5.4,5.46,3.18,93.76
0.7,Ideal,I,SI1,2187,5.66,5.69,3.55,114.33
0.7,Good,H,VS2,2187,5.69,5.76,3.37,110.45
0.7,Good,H,VS2,2187,5.87,5.92,3.34,116.07
0.63,Very Good,G,VVS2,2188,5.42,5.44,3.44,101.43
0.7,Very Good,I,VS2,2188,5.7,5.74,3.55,116.15
0.56,Very Good,D,VS1,2188,5.32,5.34,3.24,92.04
0.71,Very Good,H,SI1,2188,5.72,5.76,3.57,117.62
0.72,Good,F,SI1,2188,5.7,5.63,3.62,116.17
0.52,Ideal,F,VVS1,2188,5.2,5.25,3.18,86.81
0.63,Good,F,VS1,2188,5.46,5.52,3.38,101.87
0.58,Very Good,F,VVS2,2189,5.37,5.27,3.33,94.24
0.57,Ideal,F,VS1,2189,5.34,5.32,3.3,93.75
0.64,Ideal,F,VS2,2189,5.53,5.49,3.43,104.13
0.3,Premium,H,SI1,540,4.28,4.24,2.65,48.09
0.3,Premium,H,SI1,540,4.3,4.24,2.63,47.95
0.3,Premium,H,SI1,540,4.3,4.25,2.6,47.52
0.3,Ideal,H,SI1,540,4.29,4.26,2.69,49.16
0.3,Very Good,H,SI1,540,4.29,4.26,2.71,49.53
0.3,Ideal,H,SI1,540,4.3,4.27,2.7,49.57
0.3,Very Good,H,SI1,540,4.31,4.27,2.72,50.06
0.3,Premium,H,SI1,540,4.31,4.28,2.63,48.52
0.3,Ideal,H,SI1,540,4.31,4.28,2.7,49.81
0.3,Good,H,SI1,540,4.22,4.2,2.68,47.5
0.3,Very Good,H,SI1,540,4.24,4.21,2.68,47.84
0.3,Premium,E,SI2,540,4.29,4.25,2.63,47.95
0.3,Very Good,E,SI2,540,4.3,4.27,2.72,49.94
0.3,Premium,E,SI2,540,4.31,4.28,2.65,48.88
0.3,Premium,E,SI2,540,4.33,4.29,2.66,49.41
0.3,Premium,E,SI2,540,4.26,4.22,2.66,47.82
0.33,Very Good,E,SI1,540,4.54,4.59,2.7,56.26
0.33,Premium,H,VS1,540,4.39,4.42,2.75,53.36
0.33,Good,E,SI1,540,4.42,4.45,2.8,55.07
0.33,Very Good,G,VS2,540,4.43,4.47,2.73,54.06
0.33,Very Good,H,VS1,540,4.49,4.52,2.66,53.98
0.29,Very Good,H,VVS2,541,4.26,4.29,2.61,47.7
0.29,Very Good,H,VVS2,541,4.27,4.3,2.64,48.47
0.29,Very Good,G,VVS2,541,4.24,4.27,2.64,47.8
0.29,Very Good,G,VVS2,541,4.28,4.32,2.61,48.26
0.29,Very Good,G,VVS2,541,4.27,4.3,2.65,48.66
0.29,Very Good,G,VVS2,541,4.24,4.28,2.63,47.73
0.29,Very Good,G,VVS2,541,4.27,4.3,2.58,47.37
0.31,Very Good,I,VVS1,541,4.27,4.32,2.73,50.36
0.3,Very Good,G,VS2,541,4.32,4.35,2.67,50.17
0.8,Good,F,SI2,2189,5.86,5.84,3.74,127.99
0.6,Ideal,E,VS2,2189,5.45,5.44,3.33,98.73
0.73,Premium,F,SI1,2190,5.81,5.77,3.51,117.67
0.6,Ideal,G,VVS2,2190,5.43,5.45,3.33,98.55
0.71,Ideal,E,SI2,2190,5.66,5.74,3.55,115.33
0.74,Good,F,SI2,2190,5.87,5.97,3.51,123.0
0.7,Good,F,SI1,2190,5.8,5.84,3.37,114.15
0.73,Good,F,SI2,2191,5.92,5.93,3.44,120.76
0.7,Very Good,F,SI1,2192,5.62,5.69,3.6,115.12
0.7,Good,E,SI2,2192,5.6,5.64,3.58,113.07
0.5,Ideal,E,VS1,2192,5.11,5.13,3.16,82.84
0.57,Ideal,E,VS1,2192,5.34,5.39,3.32,95.56
0.58,Ideal,E,VS1,2192,5.4,5.45,3.29,96.82
0.58,Ideal,E,VS1,2192,5.34,5.31,3.35,94.99
0.58,Premium,E,VS1,2192,5.39,5.35,3.32,95.74
0.61,Premium,G,VS1,2192,5.43,5.36,3.38,98.37
0.58,Fair,E,VS1,2192,5.52,5.49,3.19,96.67
0.58,Premium,E,VS2,2192,5.43,5.38,3.22,94.07
0.58,Premium,D,VS1,2192,5.37,5.34,3.29,94.34
0.59,Ideal,H,VVS1,2193,5.38,5.41,3.35,97.5
0.57,Ideal,F,VS1,2193,5.36,5.4,3.28,94.94
0.76,Fair,H,SI1,2193,5.75,5.66,3.74,121.72
0.74,Premium,I,VS1,2193,5.79,5.76,3.63,121.06
0.74,Fair,H,VS1,2193,5.63,5.5,3.69,114.26
0.7,Premium,E,SI1,2194,5.72,5.63,3.54,114.0
0.71,Ideal,G,SI2,2194,5.86,5.78,3.46,117.19
0.7,Very Good,F,SI2,2195,5.73,5.77,3.49,115.39
0.83,Good,J,SI1,2195,5.95,5.97,3.8,134.98
0.57,Ideal,H,IF,2195,5.3,5.33,3.3,93.22
0.51,Good,F,VVS2,2195,5.05,5.08,3.16,81.07
0.95,Premium,J,I1,2195,6.32,6.26,3.88,153.51
0.73,Very Good,H,SI1,2196,5.71,5.75,3.6,118.2
0.62,Premium,E,VS1,2196,5.41,5.46,3.38,99.84
0.7,Ideal,F,SI1,2196,5.76,5.79,3.54,118.06
0.7,Premium,F,SI1,2196,5.76,5.82,3.5,117.33
0.7,Very Good,F,SI1,2196,5.63,5.67,3.54,113.0
0.7,Very Good,F,SI1,2196,5.64,5.7,3.54,113.8
0.7,Premium,F,SI1,2196,5.67,5.72,3.55,115.14
0.7,Very Good,F,SI1,2196,5.75,5.83,3.46,115.99
0.7,Premium,F,SI1,2196,5.68,5.72,3.54,115.01
0.7,Very Good,F,SI1,2196,5.65,5.69,3.53,113.48
0.7,Very Good,F,SI1,2196,5.66,5.72,3.56,115.26
0.61,Good,F,VS1,2196,5.53,5.47,3.3,99.82
0.51,Ideal,G,VVS2,2197,5.11,5.15,3.16,83.16
0.51,Ideal,G,VVS2,2197,5.13,5.16,3.17,83.91
0.73,Very Good,D,SI1,2197,5.74,5.78,3.58,118.77
0.73,Premium,F,SI2,2197,5.83,5.8,3.57,120.72
0.73,Premium,I,VS1,2197,5.78,5.72,3.55,117.37
0.51,Ideal,F,VVS2,2197,5.11,5.13,3.16,82.84
0.62,Ideal,H,VVS1,2197,5.48,5.52,3.36,101.64
0.72,Ideal,H,SI1,2197,5.77,5.83,3.5,117.74
0.54,Very Good,F,VVS2,2198,5.27,5.3,3.18,88.82
0.74,Very Good,H,SI2,2198,5.72,5.77,3.61,119.15
0.72,Very Good,H,SI1,2198,5.68,5.71,3.59,116.43
0.71,Premium,F,SI1,2198,5.74,5.69,3.48,113.66
0.71,Very Good,F,SI1,2198,5.66,5.61,3.56,113.04
0.71,Very Good,F,SI1,2198,5.61,5.54,3.53,109.71
0.71,Fair,D,SI2,2198,5.62,5.59,3.62,113.73
0.71,Fair,F,SI1,2198,6.05,5.87,3.4,120.75
0.71,Very Good,I,VS1,2198,5.68,5.66,3.59,115.41
0.9,Very Good,F,I1,2199,6.16,6.18,3.82,145.42
0.81,Premium,J,SI1,2199,6.02,5.96,3.7,132.75
0.49,Ideal,E,VVS2,2199,5.05,5.1,3.14,80.87
0.79,Premium,J,SI1,2199,6.08,6.06,3.59,132.27
0.7,Very Good,I,VS2,2200,5.67,5.73,3.52,114.36
0.59,Very Good,D,VS2,2200,5.37,5.39,3.38,97.83
0.59,Very Good,E,VS1,2200,5.4,5.45,3.32,97.71
0.7,Very Good,H,SI1,2200,5.72,5.76,3.53,116.3
0.9,Very Good,E,I1,2200,6.13,6.01,3.79,139.63
0.78,Premium,F,SI2,2200,5.9,5.86,3.69,127.58
0.7,Ideal,F,SI1,2200,5.69,5.66,3.55,114.33
0.83,Ideal,H,SI2,2201,6.08,6.05,3.68,135.37
0.58,Very Good,F,VVS2,2201,5.44,5.42,3.26,96.12
0.71,Very Good,G,SI1,2201,5.65,5.67,3.55,113.73
0.74,Premium,H,SI1,2201,5.81,5.75,3.52,117.59
0.6,Ideal,F,VS1,2201,5.4,5.42,3.35,98.05
0.83,Ideal,I,VS2,2201,5.98,5.94,3.75,133.2
0.7,Very Good,I,VS2,2202,5.56,5.61,3.51,109.48
0.57,Ideal,E,VS2,2202,5.29,5.38,3.27,93.06
0.57,Ideal,E,VS2,2202,5.39,5.43,3.3,96.58
0.56,Ideal,G,VVS1,2202,5.28,5.3,3.28,91.79
0.71,Very Good,I,VS1,2202,5.68,5.58,3.55,112.52
0.71,Premium,I,VS1,2202,5.68,5.64,3.54,113.4
0.8,Premium,J,VS1,2202,5.94,5.88,3.64,127.14
0.56,Ideal,F,VVS2,2202,5.31,5.35,3.26,92.61
0.61,Ideal,D,VS2,2202,5.43,5.48,3.38,100.58
0.54,Ideal,F,VS1,2202,5.26,5.27,3.24,89.81
0.7,Ideal,H,SI2,2202,5.69,5.71,3.51,114.04
0.71,Ideal,F,SI2,2202,5.68,5.74,3.52,114.76
0.69,Good,G,VS1,2202,5.77,5.66,3.47,113.32
0.71,Premium,I,VS1,2202,5.75,5.71,3.58,117.54
0.51,Premium,F,VS2,2203,5.19,5.16,3.16,84.63
0.72,Premium,J,VVS1,2203,5.77,5.7,3.52,115.77
0.51,Premium,F,VVS2,2203,5.17,5.15,3.12,83.07
0.51,Ideal,F,VVS2,2203,5.12,5.08,3.17,82.45
0.72,Fair,H,SI2,2203,5.6,5.54,3.67,113.86
0.51,Ideal,F,VVS2,2203,5.13,5.1,3.2,83.72
0.51,Ideal,F,VVS2,2203,5.12,5.08,3.18,82.71
0.51,Ideal,F,VVS2,2203,5.19,5.17,3.17,85.06
0.51,Premium,D,VS1,2203,5.19,5.14,3.1,82.7
0.52,Very Good,F,VVS1,2205,5.17,5.22,3.2,86.36
0.63,Ideal,E,VS2,2205,5.49,5.52,3.42,103.64
0.76,Very Good,J,VS2,2206,5.86,5.91,3.6,124.68
0.71,Very Good,G,SI1,2206,5.68,5.72,3.54,115.01
0.71,Very Good,G,SI1,2206,5.66,5.69,3.54,114.01
0.72,Very Good,H,VS1,2206,5.72,5.77,3.61,119.15
1.01,Premium,H,I1,2206,6.53,6.48,3.8,160.79
0.74,Premium,G,SI2,2206,5.89,5.86,3.53,121.84
0.5,Ideal,E,VVS2,2206,5.09,5.12,3.13,81.57
0.62,Ideal,G,VS1,2206,5.55,5.59,3.38,104.86
0.57,Ideal,G,VVS2,2206,5.36,5.34,3.25,93.02
0.57,Ideal,G,VVS2,2206,5.33,5.3,3.28,92.66
0.57,Ideal,G,VVS2,2206,5.41,5.32,3.31,95.27
0.61,Premium,D,VS1,2207,5.46,5.44,3.4,100.99
0.71,Premium,H,SI1,2207,5.67,5.64,3.53,112.89
0.62,Ideal,I,VVS1,2207,5.52,5.57,3.39,104.23
0.61,Ideal,D,VS2,2207,5.49,5.53,3.36,102.01
0.71,Very Good,H,SI1,2207,5.67,5.64,3.59,114.8
0.71,Premium,H,SI1,2207,5.75,5.68,3.57,116.6
0.71,Very Good,H,SI1,2207,5.65,5.61,3.55,112.52
0.71,Very Good,H,SI1,2207,5.67,5.63,3.59,114.6
0.71,Good,H,SI1,2207,5.61,5.54,3.57,110.95
0.71,Fair,I,VS2,2208,5.54,5.46,3.56,107.68
0.72,Very Good,J,VVS1,2208,5.8,5.84,3.5,118.55
0.51,Ideal,F,VVS1,2208,5.16,5.21,3.16,84.95
0.62,Ideal,E,VS2,2208,5.46,5.48,3.39,101.43
0.51,Ideal,G,IF,2208,5.18,5.24,3.2,86.86
0.7,Fair,G,SI2,2208,5.8,5.74,3.38,112.53
0.71,Premium,G,SI2,2208,5.72,5.68,3.54,115.01
0.7,Very Good,G,SI1,2209,5.61,5.65,3.58,113.47
0.7,Very Good,G,SI1,2209,5.64,5.69,3.56,114.25
0.71,Ideal,H,VS1,2209,5.68,5.72,3.54,115.01
0.51,Ideal,E,VVS2,2209,5.11,5.14,3.16,83.0
0.7,Good,G,SI1,2209,5.57,5.63,3.51,110.07
0.71,Very Good,H,SI1,2210,5.62,5.69,3.57,114.16
0.7,Very Good,D,SI1,2210,5.59,5.65,3.58,113.07
0.65,Ideal,H,VVS2,2210,5.56,5.6,3.44,107.11
0.5,Ideal,F,VVS2,2210,5.15,5.09,3.1,81.26
0.5,Ideal,F,VVS2,2210,5.05,5.1,3.11,80.1
0.73,Ideal,G,SI2,2210,5.76,5.8,3.57,119.27
0.54,Ideal,H,IF,2210,5.29,5.33,3.2,90.23
0.57,Ideal,H,IF,2210,5.35,5.38,3.27,94.12
0.5,Ideal,D,VVS2,2211,5.23,5.17,3.14,84.9
0.66,Very Good,G,VVS2,2211,5.67,5.72,3.44,111.57
0.51,Very Good,E,VVS2,2211,5.1,5.16,3.15,82.9
0.47,Fair,D,IF,2211,5.09,4.98,3.05,77.31
0.51,Ideal,E,VVS2,2211,5.13,5.15,3.23,85.33
0.58,Ideal,D,VS1,2211,5.34,5.37,3.31,94.92
0.58,Ideal,H,IF,2211,5.34,5.37,3.3,94.63
0.63,Premium,F,VS2,2211,5.6,5.49,3.38,103.91
0.63,Very Good,D,SI1,2211,5.49,5.44,3.45,103.04
0.67,Premium,F,VS2,2211,5.58,5.53,3.47,107.08
0.7,Good,F,VS2,2212,5.64,5.45,3.52,108.2
0.7,Very Good,G,VS1,2212,5.56,5.63,3.52,110.19
0.72,Premium,G,SI1,2212,5.75,5.72,3.51,115.44
0.7,Very Good,H,SI1,2213,5.62,5.66,3.5,111.33
0.7,Premium,F,SI2,2213,5.65,5.71,3.51,113.24
0.59,Very Good,E,VVS2,2214,5.48,5.53,3.29,99.7
0.71,Good,I,VS2,2214,5.63,5.56,3.6,112.69
0.7,Very Good,H,SI1,2214,5.61,5.66,3.54,112.4
0.61,Ideal,E,VS1,2214,5.43,5.41,3.37,99.0
0.6,Premium,D,VS2,2214,5.53,5.47,3.28,99.22
0.75,Premium,E,SI2,2214,5.89,5.84,3.63,124.86
0.71,Ideal,G,SI1,2215,5.72,5.64,3.55,114.53
0.71,Good,G,SI1,2215,5.62,5.59,3.58,112.47
0.73,Ideal,I,SI1,2215,5.74,5.77,3.56,117.91
0.64,Ideal,E,SI1,2215,5.56,5.58,3.39,105.17
0.7,Premium,E,SI2,2215,5.74,5.69,3.49,113.99
0.71,Good,E,SI2,2215,5.86,5.83,3.38,115.47
0.71,Good,D,SI2,2215,5.64,5.59,3.61,113.81
0.71,Premium,G,SI1,2215,5.64,5.59,3.53,111.29
0.71,Premium,E,SI2,2215,5.7,5.67,3.53,114.09
0.71,Premium,G,SI1,2215,5.87,5.82,3.42,116.84
0.75,Premium,G,SI2,2216,5.9,5.94,3.61,126.52
0.54,Ideal,F,VVS2,2216,5.25,5.27,3.22,89.09
0.72,Premium,I,VS2,2216,5.76,5.8,3.52,117.6
0.52,Ideal,F,VVS2,2216,5.2,5.17,3.2,86.03
0.52,Ideal,D,VVS2,2217,5.21,5.28,3.14,86.38
0.57,Ideal,G,VVS1,2217,5.31,5.35,3.3,93.75
0.71,Very Good,J,VVS1,2218,5.8,5.83,3.47,117.33
0.72,Very Good,G,SI2,2218,5.67,5.71,3.52,113.96
0.71,Very Good,I,SI1,2218,5.67,5.7,3.56,115.06
0.7,Good,H,SI1,2218,5.53,5.59,3.54,109.43
0.7,Premium,H,VS2,2218,5.71,5.68,3.46,112.22
0.7,Good,G,SI1,2218,5.57,5.51,3.54,108.65
0.54,Ideal,F,VVS2,2218,5.27,5.29,3.24,90.33
0.73,Ideal,I,SI2,2218,5.74,5.77,3.59,118.9
0.71,Ideal,I,SI1,2218,5.69,5.74,3.57,116.6
0.7,Premium,D,SI1,2218,5.67,5.64,3.47,110.97
0.56,Premium,F,VVS1,2218,5.41,5.3,3.27,93.76
0.71,Very Good,I,VS2,2219,5.73,5.79,3.53,117.11
0.5,Very Good,F,IF,2219,5.18,5.24,3.11,84.42
0.51,Very Good,D,VVS2,2220,5.1,5.13,3.19,83.46
1.03,Good,J,I1,2220,6.64,6.69,3.88,172.36
0.52,Ideal,E,VVS2,2220,5.21,5.24,3.18,86.82
0.55,Ideal,E,VS1,2220,5.26,5.29,3.24,90.15
0.71,Very Good,F,SI1,2221,5.64,5.72,3.53,113.88
0.7,Good,D,SI2,2221,5.56,5.62,3.53,110.3
0.64,Very Good,E,VS2,2222,5.59,5.62,3.39,106.5
0.74,Very Good,H,SI2,2222,5.82,5.78,3.6,121.1
0.64,Ideal,F,VS1,2222,5.55,5.6,3.45,107.23
0.64,Good,F,VS1,2222,5.68,5.75,3.29,107.45
0.66,Ideal,H,VS1,2222,5.6,5.57,3.5,109.17
0.7,Premium,D,SI2,2222,5.71,5.68,3.52,114.16
0.51,Very Good,F,VVS1,2223,5.06,5.1,3.18,82.06
0.8,Very Good,J,SI1,2224,5.94,5.98,3.67,130.36
0.7,Very Good,E,SI2,2224,5.61,5.65,3.48,110.3
0.55,Ideal,D,VS2,2224,5.3,5.36,3.23,91.76
0.64,Ideal,D,VS2,2224,5.58,5.62,3.4,106.62
0.72,Ideal,F,SI2,2224,5.75,5.79,3.58,119.19
0.68,Premium,E,SI1,2224,5.67,5.65,3.51,112.44
0.71,Premium,H,SI2,2224,5.81,5.73,3.49,116.19
0.71,Very Good,E,SI2,2225,5.65,5.69,3.59,115.41
0.91,Good,E,I1,2225,6.3,6.35,3.65,146.02
0.61,Ideal,E,VS2,2225,5.46,5.43,3.36,99.62
0.52,Ideal,D,VS2,2225,5.19,5.23,3.22,87.4
0.71,Very Good,J,VVS2,2226,5.7,5.75,3.5,114.71
0.71,Very Good,I,VS1,2226,5.68,5.71,3.58,116.11
0.71,Ideal,J,VVS2,2226,5.76,5.79,3.48,116.06
0.9,Good,G,I1,2226,6.03,6.07,3.85,140.92
0.71,Good,E,SI2,2226,5.73,5.78,3.38,111.94
0.69,Very Good,D,SI1,2227,5.83,5.9,3.38,116.26
0.76,Premium,H,SI1,2227,5.93,5.91,3.54,124.06
0.8,Premium,J,SI1,2227,6.03,5.98,3.61,130.17
0.58,Ideal,F,VS1,2227,5.36,5.32,3.33,94.96
0.58,Ideal,F,VS1,2227,5.36,5.33,3.31,94.56
0.58,Ideal,F,VS1,2227,5.47,5.44,3.29,97.9
0.75,Very Good,H,SI2,2228,5.79,5.87,3.61,122.69
0.78,Very Good,I,SI1,2228,5.88,5.82,3.69,126.28
0.74,Ideal,I,SI1,2229,5.83,5.84,3.62,123.25
0.7,Good,E,SI2,2229,5.8,5.85,3.35,113.67
0.8,Good,D,SI2,2229,5.91,5.81,3.75,128.76
0.72,Good,F,SI1,2229,5.7,5.63,3.62,116.17
0.7,Very Good,E,SI2,2230,5.68,5.72,3.48,113.06
0.7,Ideal,F,SI1,2230,5.66,5.75,3.53,114.88
0.7,Very Good,F,SI1,2230,5.66,5.69,3.53,113.69
0.7,Ideal,F,SI1,2230,5.67,5.74,3.55,115.54
0.7,Premium,F,SI1,2230,5.69,5.74,3.54,115.62
0.7,Very Good,F,SI1,2230,5.67,5.72,3.52,114.16
0.7,Very Good,F,SI1,2230,5.67,5.7,3.51,113.44
0.7,Very Good,F,SI1,2230,5.66,5.7,3.5,112.92
0.52,Ideal,E,VVS2,2230,5.16,5.19,3.21,85.97
0.53,Ideal,E,VVS2,2230,5.16,5.2,3.21,86.13
0.56,Ideal,G,VS1,2230,5.31,5.35,3.25,92.33
0.7,Very Good,F,SI1,2231,5.73,5.78,3.49,115.59
0.54,Ideal,F,VVS2,2231,5.28,5.3,3.23,90.39
0.54,Ideal,F,VVS2,2231,5.23,5.26,3.23,88.86
0.71,Premium,H,SI2,2231,5.71,5.64,3.56,114.65
0.82,Very Good,G,SI2,2232,5.96,5.93,3.77,133.24
0.7,Ideal,I,VS2,2232,5.66,5.69,3.53,113.69
0.7,Ideal,I,VS2,2232,5.66,5.7,3.55,114.53
0.7,Ideal,G,SI2,2232,5.66,5.72,3.55,114.93
0.7,Ideal,G,SI2,2232,5.66,5.69,3.55,114.33
0.7,Ideal,G,SI2,2232,5.69,5.74,3.51,114.64
0.72,Ideal,F,SI2,2232,5.72,5.76,3.58,117.95
0.62,Premium,H,VVS1,2232,5.49,5.46,3.39,101.62
0.71,Ideal,I,VS2,2233,5.68,5.71,3.55,115.14
0.51,Ideal,E,VS1,2233,5.14,5.16,3.16,83.81
0.71,Ideal,G,SI1,2233,5.72,5.8,3.49,115.78
0.58,Ideal,H,IF,2233,5.43,5.46,3.28,97.24
0.7,Very Good,G,SI1,2234,5.68,5.71,3.53,114.49
0.7,Good,H,VS2,2234,5.75,5.85,3.43,115.38
0.75,Premium,H,SI2,2234,5.79,5.73,3.59,119.1
0.7,Premium,I,VS1,2234,5.64,5.62,3.54,112.21
0.7,Ideal,G,SI2,2234,5.67,5.69,3.48,112.27
0.7,Good,I,VS2,2234,5.77,5.82,3.44,115.52
0.73,Ideal,I,SI1,2234,5.8,5.75,3.58,119.39
0.7,Fair,I,VS1,2234,5.77,5.62,3.44,111.55
0.7,Premium,F,SI2,2234,5.79,5.72,3.43,113.6
0.73,Premium,H,SI2,2234,5.73,5.69,3.57,116.4
0.7,Premium,F,SI2,2234,5.82,5.72,3.44,114.52
0.7,Premium,F,SI2,2234,5.82,5.77,3.41,114.51
0.73,Premium,I,VVS2,2234,5.91,5.87,3.49,121.07
0.7,Premium,I,VS1,2234,5.69,5.63,3.49,111.8
0.71,Ideal,F,SI1,2235,5.73,5.69,3.6,117.37
0.69,Fair,G,VS1,2235,5.58,5.64,3.42,107.63
0.71,Premium,D,SI2,2235,5.84,5.79,3.47,117.33
0.56,Very Good,F,VVS2,2236,5.36,5.33,3.18,90.85
0.5,Ideal,E,VVS2,2236,5.09,5.12,3.14,81.83
0.54,Ideal,G,VVS1,2236,5.27,5.24,3.25,89.75
0.54,Premium,G,VVS1,2236,5.3,5.25,3.2,89.04
0.54,Ideal,G,VVS1,2236,5.22,5.2,3.24,87.95
0.61,Ideal,H,VVS1,2237,5.52,5.55,3.34,102.32
0.7,Ideal,F,SI2,2237,5.75,5.77,3.49,115.79
0.71,Very Good,E,SI2,2238,5.68,5.74,3.55,115.74
0.5,Very Good,F,IF,2238,5.07,5.1,3.12,80.67
0.52,Ideal,G,VVS2,2238,5.15,5.2,3.19,85.43
0.55,Very Good,E,VVS2,2238,5.26,5.33,3.22,90.28
0.74,Premium,G,SI2,2238,5.78,5.73,3.61,119.56
0.64,Ideal,E,VS2,2238,5.52,5.55,3.43,105.08
0.58,Premium,F,VVS2,2238,5.37,5.27,3.33,94.24
0.7,Very Good,E,SI1,2239,5.69,5.72,3.58,116.52
0.7,Very Good,E,SI1,2239,5.66,5.68,3.55,114.13
0.7,Good,E,SI1,2239,5.63,5.67,3.5,111.73
0.7,Good,E,SI1,2239,5.59,5.67,3.53,111.88
0.7,Very Good,E,SI1,2239,5.74,5.8,3.55,118.19
0.7,Very Good,E,SI1,2239,5.85,5.88,3.44,118.33
0.7,Very Good,E,SI1,2239,5.73,5.85,3.49,116.99
0.97,Ideal,I,I1,2239,6.4,6.43,3.95,162.55
0.3,Very Good,G,VS2,541,4.27,4.3,2.66,48.84
0.3,Very Good,H,VS1,541,4.32,4.37,2.69,50.78
0.3,Very Good,H,VS1,541,4.29,4.32,2.68,49.67
0.37,Very Good,E,SI2,541,4.63,4.67,2.87,62.06
0.35,Ideal,H,SI1,541,4.54,4.57,2.82,58.51
0.31,Ideal,D,SI1,541,4.33,4.34,2.7,50.74
0.31,Ideal,D,SI1,541,4.35,4.37,2.69,51.14
0.36,Premium,J,SI1,541,4.59,4.52,2.79,57.88
0.31,Very Good,G,VS1,542,4.35,4.36,2.73,51.78
0.3,Ideal,H,VVS2,542,4.28,4.31,2.65,48.88
0.31,Ideal,E,SI1,542,4.32,4.35,2.68,50.36
0.31,Premium,G,VS1,542,4.31,4.36,2.69,50.55
0.31,Ideal,G,VS1,542,4.31,4.34,2.71,50.69
0.31,Very Good,G,VS1,542,4.37,4.41,2.65,51.07
0.31,Ideal,G,VS1,542,4.34,4.38,2.7,51.32
0.23,Ideal,E,VS2,543,3.92,3.88,2.44,37.11
0.27,Very Good,F,VVS2,544,4.11,4.15,2.58,44.01
0.27,Very Good,E,VVS2,544,4.19,4.2,2.54,44.7
0.28,Very Good,E,VVS2,544,4.22,4.3,2.63,47.72
0.32,Very Good,J,VVS1,544,4.42,4.49,2.68,53.19
0.27,Very Good,F,VVS1,544,4.19,4.22,2.51,44.38
0.27,Very Good,E,VVS1,544,4.21,4.22,2.53,44.95
0.27,Very Good,D,VVS1,544,4.14,4.15,2.53,43.47
0.32,Very Good,G,VS2,544,4.38,4.41,2.73,52.73
0.33,Very Good,F,SI1,544,4.48,4.51,2.75,55.56
0.31,Ideal,I,VS1,544,4.39,4.36,2.7,51.68
0.31,Ideal,H,VS1,544,4.35,4.39,2.71,51.75
0.31,Premium,H,VS1,544,4.3,4.32,2.7,50.16
0.31,Ideal,E,SI1,544,4.31,4.34,2.7,50.5
0.31,Very Good,E,SI1,544,4.42,4.44,2.62,51.42
0.7,Good,E,SI2,2239,5.89,5.85,3.39,116.81
0.7,Premium,F,SI1,2239,5.77,5.74,3.42,113.27
0.7,Premium,F,SI1,2239,5.7,5.64,3.47,111.55
0.71,Good,I,VS1,2239,5.76,5.81,3.42,114.45
0.7,Premium,D,SI2,2239,5.67,5.64,3.56,113.84
0.7,Ideal,E,SI2,2239,5.76,5.68,3.5,114.51
1.06,Fair,I,I1,2239,6.47,6.33,4.13,169.14
0.71,Very Good,G,SI1,2240,5.6,5.69,3.56,113.44
0.78,Ideal,G,SI2,2240,5.91,5.94,3.67,128.84
0.7,Ideal,I,VS2,2240,5.7,5.73,3.55,115.95
